img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/Complexcon 2025 E-ticket.pdf---image_page1_3.png, qrcode = TA25CCTEST3CLwdmZmcn3BMfZVmJiTwo3kE+mg6hrpS4Krkecc1arFA2NGnGFXlbqBpgGtx1eaT7qgSzHE0u9jpKmUivIXei4b+i6j/b+I/wh9JnvSW7y/+w48K8WSRD4a98gMQ9/5Fo9 , seat_info = A 25
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2S BlockD T2站位 1388/maoyan_214張/20250227173230020083.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTw03kWXsA0iuNsJbbeiw5rHekdG2482aiUGUnMz5jfHB6FCpcloSjl9I4ttW+PAM/NggvsBfUUQu/FqA26TlRmffyV+Nt5rLq/h/oUwCj4AoDDhp , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2S BlockD T2站位 1388/maoyan_214張/20250227173230020108.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTw03kWXsA0iuN8pQP+i/4LPYlttIwsJJETpZYMIYR/sxpk2iTPmiad/GkafKtU6xWiJmedYK0ck6qbNHQcnPBS7JOdx8N4MFCbz6Lv6gcjMLcis1 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2S BlockD T2站位 1388/maoyan_214張/20250227173230020120.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTw03kWXsA0iuN8hYPuewteLak4FjOJVRDvShFaRIDZjT26ehzgoNMpLF79Rt7sV99zN2zuOIg9dhInjd+QWLgKvBS30AeSCW+4w0ICxgmSDTOz1Q , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2S BlockD T2站位 1388/maoyan_214張/20250227173230020134.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTw03kWXsA0iuN8lcP+Wz5bPcldeD3QWb95gKUqO6JG7Z8z4h4yZtpYQ7m9xliwMUKYi/P1LVcudr5h/SwZfQuCviJmpheKfpcHq8zFEKkN2bTcpA , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2S BlockD T2站位 1388/maoyan_214張/20250227173230020121.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTw03kWXsA0iuN8hZOem34eDam9sFbyS4TUMBhhwQUfSBZYuNr9LwKP/qNr0+tYx/nUik4UcTnXR3KEbOanm/9ciKUfRsiM2zJ6c9G42c3LIoejor , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2S BlockD T2站位 1388/maoyan_214張/20250227173230020109.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTw03kWXsA0iuN8pRaOKztLbcl4ELzFDIviuhLv4No6kXVht0hf8oRLw+xedg2LqojC7fmxj2A9ZMpTvkivAnB0QNm7cdxaDIql7Js03RJbWjCSQ/ , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2S BlockD T2站位 1388/maoyan_214張/20250227173230020082.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTw03kWXsA0iuNsJaYuK0t+falIErBUcr36gSFQLZ4TYO/1oVT3dnm1T2yft3S8UGvLgiXoJsuVXyWJsGKhlkUDM8KpuY9J9Ay6KH0m9/kArOrylV , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2S BlockD T2站位 1388/maoyan_214張/20250227173230020096.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTw03kWXsA0iuNsNeaOa+4eHewdWPlyt0S1ZFc2SDBpaLt+eia5kvACNmo1qDH2N7H5I/1FCLRdUXDNi1W/aBawae6+JucIm6nsy0ispJMnKIblwA , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2S BlockD T2站位 1388/maoyan_214張/20250227173230020041.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTw03kWXsA0iuNs5ZOLTj5bHTwoH7+fYKM8lWdCopZHDg9mt8tM1zcFknlzM9hN1uTqmclu9CeULnx8r5dGHxR14btZGrKid5dBF4L3K0nJUAKRDJ , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2S BlockD T2站位 1388/maoyan_214張/20250227173230020055.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTw03kWXsA0iuNs9db+fi4ebdkIL2MJulC3M91xF3bwz6UawT0i1WB+BlCmPYSqDki0C299dLzCRVSuf4dRVMBn7qooFaQ+kjik/KgFi0brMeFQwo , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T2S BlockD T2站位 1388/maoyan_214張/20250227173230020069.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTw03kWXsA0iuNsxRbLOzsOHdktozPPoxgKjtDJq26pdRrTPXa09L5O2tFeKeIvc4qTV5VCRpypUxdYDZOUB9DQr/Ka6C46S15YVTbd31++HMV1I9 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805013.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr2mtoXIBY5gkYwkC7lh2WUGA+iThXaPRXz8jNFL38xkMc8+mvgzPSS4D8MghofiVNYrgL3kqlAhWBZA8BwVvsHx7uU1UObQfneA , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805007.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkryivtCbDY81wItPu9Th9wrnF4nQNYqSB/wPGR7pQY0k6SInsoS0HIzrIXBxlxStaYw1kh4fdmIj+DIo4j+2ROd/aozojVhRH19v , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805006.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkryj59PLBIg3lo1lgmu1wH0zsPuom0Qe7tUJVmNmra+gA9RcZ4MfAWgr4ArZune9UzMQMr+qBccJ5MzvOr5+97TO34V3RI76Tbeo , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805012.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr2nsteYBNljloqq8LWvT0JX28/Kd21lWFHPxK+Bgx4euuz40AglEWezmK7oRj4Kvlq3u1MAsbt4THtZ6yMZ7yIoxP85WmN9Z5bu , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805004.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkryht9SYCtlhwtFzAiH+CSbhbAaTgmgfog4/OscA1aG/rBaKIwCXUhykW4Kb1vY7p1D5kng73O5w7jkGQbiNquQmfO86cHoCWCKO , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805010.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr2ls9TLXYUyzd6k08QQf8fogXO1eWtcHRErRspqjh6RtFWW6u5S070MHihZAKxw/7SaNvUFLb/f3MlS2Cg8NcC0mZzu6m75FR2t , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805038.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr+ts97AWIVixI0jlUObLH0AFi806jh9hvqy6bTQOlvnImKQAupegfa+ElflIJ3L/mSL9Git6WOWgozvgKUWUtkfb40GKQJ3Ld/G , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805039.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr+ss9bNDd5nl9ww9ojaBDld+O5Gpu+GqsN3hngVl+U00FTPnw0F2XCyCZPpSS7qvRO5Iw/JfEaA87U/p/bJomcOpjPk2HRtj4pE , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805011.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr2kv96YCYhqwt3G3Ofu1AZIDbA/+svyxLpmiissVixVt2KnZ0yjMFKUTHCiFITKljZETqRq+6YHWxs74UKQyKakm09sKsv0KjVQ , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805005.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkrygv4fKWI5mkdqsW8bzmFRCZmySyAhg8bHMIGGIAbCHeqRl2iapp5tPx9rSwkTqAltzerDZPRgjBf3tXx0gLzU4SkkoTD/byYAp , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805029.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr6s54PBC9tlw9lsLlIEygKVpibozfIhuU2RdGxBBaKkXrUTadlwgBKoHIKjdk77qsrvEgwYfLIUb75TlVTtgzQE0owjrTLg8fI6 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805001.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkryksNPKD95jk49GucS7GY+ey50R/mq2ziWzpJGuD62ByiIlVkPh1SvQw00cqdbx4hpBJ9L9yWJZw2N461J9/+SyfZ839erltTPA , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805015.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr2gvtSbWYg3lIxoidy1VpyjcBpVdAzZMwcBuBopck3nnLlO6IlZRPgnDXR9QfOUFb8QPC8X6nFXr24fFkOzlwkUWr+jd5f3JPAR , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805014.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr2ht9DPX9w1xdyPGqQRwZwCOqHSUfruL/LnKSnXYifrXQtmIC9z00FEfEofZn9DB9bvljacGh/Kg4fezWcB7BJPV9ldzGy446bi , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805028.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr6t4IObD4Vrltp3GflvyIHLnCsMP806nlrsNwnTuumGgw7XeP1c8F1eykw6qSwKX1kPrkK6J64hDfL7vJsiQbZl7Y+Eh2cRi67o , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805016.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr2j59/JBI01lttzBGiZK9bcWUqwjqw5uEPYFKVOnfjVwKHg31iZN/ToW1ut2bTiKSZaDA8UEhLix7lWZ8usSmceAQeeV/O/ZgcA , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805002.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkrynsd+YDI81xt7P2PkOXt62l1fo0WS48Okx84Uj2Br+CSJKCfLujXYPJ2ngcqyIZZa3eOe/qqKf8KmhVWQKH3tEqB1oAM4SRRwV , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805003.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkrym49OYDIU1x48lLOxgbP5uLCJ7KMDZ3K4dVrC2O3/+WoKZA2MUgnu68iB4lVMAi/irHGZi1eRrXNC4t6Q2HQsbnfGYcgW5yyEj , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805017.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr2isoCYWo9jkNEqo20gKem+/TGxA8LNoS1RA/kQkOLDOYu0OSeILgJLfpcMzQt0x/GOVv7tGOoZmb/s5vcz/jXQ4Ai1QVjMl7pf , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805049.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkris49HBD4syzNmtPp8/GTYvFbhTNTh/cdfXUv4KDXI2HoYWO62/Em9mCgXZsYg8PiPAY9VVFjMhTOF7jhZNqEuydFUN5pzubtum , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805048.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkritv4PKBd9iwtp5ZMleuEOCjVI4pvvq2vcgSmDYARDOt6eWK+F+Kxc5NsgnuOqD/jvWSIdN3o0vVqe0FexTAFLEDF5HLag9ckkj , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805045.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkrigtNSdDdsxkdndVq+7Ot8Ug5+POWCBYQ9TtK0LsmgJ0ZP8cWoC4N6HOK39MBW+T1C0X/LITaT+Oa4kfTUSV8wH8qfPwcOwBRVr , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805044.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkrihstGaCI81k4wP2SHnzRfvg5kCP59vzhi6iAVJgRLoJTOz56qaHNSZiIQgQAYa2eLuQqo5cLvgWp9opSNmasawk9+YrLPDp67a , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805050.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkrmltYDACohmxNniVEjTi0MuUEShSQ9ClDKXZS3djKWbeYtHz5HcUo810QsfXRC3HTaDBMV3N6LpmIIMYWMU1juQUkqG32mID9xT , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805046.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkrij5dTBWNhklNCn59ePyfW/KpY8rDw19z0fpaLHI3/VSbt5UrwQu2+L90ozhqZYiE5VixZoHctu4h2ysRwFnQ/bOV3tNeP55tLr , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805047.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkrii4N+dX4trx96x0E3oa0u+A5tiYG7PtIjsT5hxMKrSxymRkqfj5YEk/jLEM7I9uqXcTemuuS03YC8D/6mlQtLAgmdyawED24bD , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805043.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkrimtdfNDYwwxdhtGVUbieo+DnCJWK/wkBCOrh+/HBElXT2B+3YQiEDW9TARDjkoNwgExuLImVlVq0k3sP/CsWqcEGj1Q4ph6ueO , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805040.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkril49XKWotrl9FiGn7oM4H6t1OOM8CzkAdo0Ra2LCJuHKld4hNQI3Yiz4O+fyFv1+A1Fyk3tnt6ycbG08kMGzeKMr+WsUGqkOyb , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805041.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkrik5N/NBYRrx4iNx6k1uktBOSlV+lzSnXqbhv4MRvx8T7WoxjOxuGmvedBtJK8CKj2ktGkOBkjuAmYqSk+d9GPGMXEx1KzUfQUv , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805032.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr+n5YPAWdgwxtpPqKXhbA0aaM3iItLN9lhOpfRnKH3akmfC3toC5IHBz0QFEDGTu1GS1YrHlkjbLcvak6+HE/TGd5bzYV3MzPPx , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805026.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr6jsdLNCo1kwd8JR79wVp6yK9irPKqwoVUMT19kE/67q78QPzxuQNrVJSvT8AWCN9Acpj7rfQ3zl5a9up78Nrpuw6RWqGIwHxmB , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805027.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr6ittacBIkxkN0CUEQPvjMtIkQWlOlVakxoFjdn0HjfUZtW3SA9MXZtN9Cw8WnldQGOTrhbBa0TlW6VHbLl7Ei/yGDg3CgSKi6o , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805033.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr+m4IKcCNsxxY35Sv81cbqsjkqiPHAzkciftTrqIksLLoHqmKVU5BRecx3rgBcbhhyfFbbF6czBNe59sR0VC4ks15t4bzjg9Tc/ , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805025.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr6gt9TLBYVikNqouVRRFiLmgKlXAiNyJ6GHjwJSLIebKUTr/vS9yqeVEnYE2rFulibdLTkaRf56s8KT06oRyesQ9zWMfpVA+66n , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805031.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr+k5NKdWo9qzdA1N3B1znCERnTX72AK2705fUJXKKl7CcMrLLwpe/r6LrQ/VtXI8gssyDf8KTB8Gz5aSloMKjxvMZoxlPq99rwr , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805019.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr2ssYSaWYQwwdEyl0r6uwDHVYVa59UIUx8fbCvn/OqaSdJlGJ2jgukwvgd01AQjIeoLcKG0pPmEqtOHYqvA4zhUwQicNmzSgg/r , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805018.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr2t5dadDtlgxo8NwSfMOWt0XZTsBigY13BsdgnX86MRX0mAXHLdQLvOy31tiVUdpl05aHXq+gzVzbAgiO3GD93Itw423OlAy+cY , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805030.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr+lsN7KCIxnl9rDZF1xJYrHXIMxozoOreIC8xpblPGUY/yf9Djs0L9aTXGlkCvT4q9ThUzPAOM2846VcEOS8ODzPSyhT/B37XBQ , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805024.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr6htNCbCt5kwNExhh/62gvsxEmZCHlA60Ru0FhmA8+6/1L4mDIymX+tdc88D1/6+14LDtVWkMcO6hyAnA2LmYan/6z1v18Bs5hP , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805008.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkryttNDKBY5iwYyd5KqAbRJMpAlLNN0SyShxguAjid9J/iaQqMu4fM102CWswA+wpaWlyDAupzqi2hTpPX28mX8oNuNq09JUFMak , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805020.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr6l49DBDN5hl4wshMNCV0nuhLSyP5bMWjJ7+L1PB8rKgLD9Asgi3xjVo2PC2BAg8TwxGkrsxCo9QDfMgZsu3olcPtE8y8RvMF2i , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805034.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr+h5debWIkyk9ha5ZlqNdexyfC5o9YYb7OuNv5unkg6ql/cjqIt/ZQ6Rjf2WBVeFF938k6w/cdU0AFmBR+DdRwibZ0wqt0BhUSK , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/uutix/Mar 23_T1S 站位 1788/uutix_68張/Block B/20250227160520805035.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTww0lloUyiekkr+g4oLMWoswwYgjiOj0KD+NpfNbCxmGa/cz3AKVsdNJGl3fKGZJ4pxezuQGYy2oALDybdQqwLAOxbOa5avb4BkxOHOsSU5vgi2J , seat_info = 未解析出座位
